msisdn_a,msisdn_b,imei,tower_id,tower_lat,tower_lon,call_type,duration_sec,timestamp
919848011223,919177001002,351234567890005,TWR-ONG-001,15.5057,80.0499,CALL,418,2026-06-01 13:28:37
919848011223,919177001001,351234567890005,TWR-ONG-001,15.5057,80.0499,CALL,305,2026-06-01 07:45:13
919848011223,919177001003,351234567890005,TWR-ONG-001,15.5057,80.0499,CALL,211,2026-06-02 10:51:55
919848011223,919177001002,351234567890005,TWR-ONG-001,15.5057,80.0499,CALL,136,2026-06-02 18:20:12
919848011223,919177001002,351234567890005,TWR-ONG-001,15.5057,80.0499,CALL,417,2026-06-03 22:33:40
919848011223,919177001002,351234567890005,TWR-ONG-001,15.5057,80.0499,CALL,380,2026-06-03 19:37:07
919848011223,919177001003,351234567890005,TWR-ONG-001,15.5057,80.0499,CALL,324,2026-06-03 21:39:11
919848011223,919177001002,351234567890005,TWR-ONG-001,15.5057,80.0499,CALL,140,2026-06-03 09:43:08
919848011223,919177001002,351234567890005,TWR-ONG-001,15.5057,80.0499,CALL,164,2026-06-04 16:07:11
919848011223,919177001001,351234567890005,TWR-ONG-001,15.5057,80.0499,CALL,412,2026-06-04 19:26:38
919848011223,919177001003,351234567890005,TWR-ONG-001,15.5057,80.0499,CALL,570,2026-06-04 20:11:31
919848011223,919177001001,351234567890005,TWR-ONG-001,15.5057,80.0499,CALL,211,2026-06-05 12:31:18
919848011223,919177001003,351234567890005,TWR-ONG-001,15.5057,80.0499,CALL,74,2026-06-05 17:53:28
919848011223,919177001001,351234567890005,TWR-ONG-001,15.5057,80.0499,CALL,219,2026-06-05 18:00:31
919848011223,919177001002,351234567890005,TWR-ONG-001,15.5057,80.0499,CALL,445,2026-06-06 22:26:43
919848011223,919177001001,351234567890005,TWR-ONG-001,15.5057,80.0499,CALL,598,2026-06-06 21:31:10
919848011223,919177001001,351234567890005,TWR-ONG-001,15.5057,80.0499,CALL,319,2026-06-06 07:50:48
919848011223,919177001003,351234567890005,TWR-ONG-001,15.5057,80.0499,CALL,315,2026-06-06 08:17:14
919848011223,919177001003,351234567890005,TWR-ONG-001,15.5057,80.0499,CALL,527,2026-06-06 12:49:29
919848011223,919177001003,351234567890005,TWR-ONG-001,15.5057,80.0499,CALL,395,2026-06-07 10:17:49
919848011223,919177001002,351234567890005,TWR-ONG-001,15.5057,80.0499,CALL,579,2026-06-07 08:48:46
919848011223,919177001003,351234567890005,TWR-ONG-001,15.5057,80.0499,CALL,273,2026-06-08 20:06:47
919848011223,919177001002,351234567890005,TWR-ONG-001,15.5057,80.0499,CALL,289,2026-06-08 16:55:02
919848011223,919177001001,351234567890005,TWR-ONG-001,15.5057,80.0499,CALL,469,2026-06-08 18:55:52
919848011223,919177001003,351234567890005,TWR-ONG-001,15.5057,80.0499,CALL,379,2026-06-09 14:13:51
919848011223,919177001001,351234567890005,TWR-ONG-001,15.5057,80.0499,CALL,231,2026-06-09 20:10:39
919848011223,919177001003,351234567890005,TWR-ONG-001,15.5057,80.0499,CALL,307,2026-06-10 08:36:22
919848011223,919177001002,351234567890005,TWR-ONG-001,15.5057,80.0499,CALL,316,2026-06-10 12:20:45
919848011223,919177001003,351234567890005,TWR-ONG-001,15.5057,80.0499,CALL,117,2026-06-10 15:54:32
919848011223,919177001002,351234567890005,TWR-ONG-001,15.5057,80.0499,CALL,149,2026-06-11 20:58:03
919848011223,919177001003,351234567890005,TWR-ONG-001,15.5057,80.0499,CALL,349,2026-06-11 11:15:09
919848011223,919177001003,351234567890005,TWR-ONG-001,15.5057,80.0499,CALL,422,2026-06-11 14:48:53
919848011223,919177001002,351234567890005,TWR-ONG-001,15.5057,80.0499,CALL,444,2026-06-12 11:36:40
919848011223,919177001003,351234567890005,TWR-ONG-001,15.5057,80.0499,CALL,115,2026-06-12 19:28:04
919848011223,919177001002,351234567890005,TWR-ONG-001,15.5057,80.0499,CALL,397,2026-06-12 19:32:47
919848011223,919177001003,351234567890005,TWR-ONG-001,15.5057,80.0499,CALL,22,2026-06-12 21:31:20
919848011223,919177001003,351234567890005,TWR-ONG-001,15.5057,80.0499,CALL,386,2026-06-12 09:46:29
919848011223,919177001001,351234567890005,TWR-ONG-001,15.5057,80.0499,CALL,526,2026-06-13 19:13:27
919848011223,919177001002,351234567890005,TWR-ONG-001,15.5057,80.0499,CALL,365,2026-06-13 15:20:53
919848011223,919177001003,351234567890005,TWR-ONG-001,15.5057,80.0499,CALL,69,2026-06-14 22:50:21
919848011223,919177001002,351234567890005,TWR-ONG-001,15.5057,80.0499,CALL,36,2026-06-14 08:06:40
919848011223,919177001001,351234567890005,TWR-ONG-001,15.5057,80.0499,CALL,471,2026-06-14 10:59:54
919848011223,919177001003,351234567890005,TWR-ONG-001,15.5057,80.0499,CALL,155,2026-06-15 07:27:12
919848011223,919177001002,351234567890005,TWR-ONG-001,15.5057,80.0499,CALL,115,2026-06-15 16:10:55
919848011223,919177001002,351234567890005,TWR-ONG-001,15.5057,80.0499,CALL,189,2026-06-15 18:16:05
919848011223,919177001002,351234567890005,TWR-ONG-001,15.5057,80.0499,CALL,259,2026-06-15 08:25:40
919848011223,919177001003,351234567890005,TWR-ONG-001,15.5057,80.0499,CALL,117,2026-06-15 20:41:05
919848011223,919177001001,351234567890005,TWR-ONG-001,15.5057,80.0499,CALL,251,2026-06-16 13:30:04
919848011223,919177001003,351234567890005,TWR-ONG-001,15.5057,80.0499,CALL,371,2026-06-16 21:00:00
919848011223,919177001002,351234567890005,TWR-ONG-001,15.5057,80.0499,CALL,92,2026-06-17 20:44:08
919848011223,919177001003,351234567890005,TWR-ONG-001,15.5057,80.0499,CALL,124,2026-06-17 14:24:05
919848011223,919177001002,351234567890005,TWR-ONG-001,15.5057,80.0499,CALL,160,2026-06-18 17:23:56
919848011223,919177001001,351234567890005,TWR-ONG-001,15.5057,80.0499,CALL,166,2026-06-18 19:49:52
919848011223,919177001001,351234567890005,TWR-ONG-001,15.5057,80.0499,CALL,470,2026-06-19 07:39:41
919848011223,919177001003,351234567890005,TWR-ONG-001,15.5057,80.0499,CALL,175,2026-06-19 18:46:13
919848011223,919177001001,351234567890005,TWR-ONG-001,15.5057,80.0499,CALL,122,2026-06-20 21:55:13
919848011223,919177001003,351234567890005,TWR-ONG-001,15.5057,80.0499,CALL,413,2026-06-20 11:48:07
919848011223,919177001001,351234567890005,TWR-ONG-001,15.5057,80.0499,CALL,273,2026-06-20 18:27:20
919848011223,919177001001,351234567890005,TWR-ONG-001,15.5057,80.0499,CALL,586,2026-06-20 15:41:05
919848011223,919177001001,351234567890005,TWR-ONG-001,15.5057,80.0499,CALL,328,2026-06-20 16:49:44
919848011223,919177001002,351234567890005,TWR-ONG-001,15.5057,80.0499,CALL,75,2026-06-21 13:47:25
919848011223,919177001001,351234567890005,TWR-ONG-001,15.5057,80.0499,CALL,266,2026-06-21 14:31:24
919848011223,919177001001,351234567890005,TWR-ONG-001,15.5057,80.0499,CALL,560,2026-06-21 22:40:38
919848011223,919177001001,351234567890005,TWR-ONG-001,15.5057,80.0499,CALL,416,2026-06-22 18:59:20
919848011223,919177001003,351234567890005,TWR-ONG-001,15.5057,80.0499,CALL,196,2026-06-22 20:23:34
919848011223,919177001001,351234567890005,TWR-ONG-001,15.5057,80.0499,CALL,34,2026-06-23 09:01:37
919848011223,919177001001,351234567890005,TWR-ONG-001,15.5057,80.0499,CALL,427,2026-06-23 15:13:02
919848011223,919177001003,351234567890005,TWR-ONG-001,15.5057,80.0499,CALL,445,2026-06-23 16:40:45
919848011223,919177001001,351234567890005,TWR-ONG-001,15.5057,80.0499,CALL,569,2026-06-23 20:44:25
919848011223,919177001002,351234567890005,TWR-ONG-001,15.5057,80.0499,CALL,100,2026-06-23 11:17:05
919848011223,919177001002,351234567890005,TWR-ONG-001,15.5057,80.0499,CALL,87,2026-06-24 11:34:20
919848011223,919177001003,351234567890005,TWR-ONG-001,15.5057,80.0499,CALL,264,2026-06-24 16:44:27
919848011223,919177001002,351234567890005,TWR-ONG-001,15.5057,80.0499,CALL,138,2026-06-24 08:15:05
919848011223,919177001003,351234567890005,TWR-ONG-001,15.5057,80.0499,CALL,199,2026-06-25 08:19:42
919848011223,919177001001,351234567890005,TWR-ONG-001,15.5057,80.0499,CALL,31,2026-06-25 10:00:45
919848011223,919177001003,351234567890005,TWR-ONG-001,15.5057,80.0499,CALL,549,2026-06-25 12:31:22
919848011223,919177001001,351234567890005,TWR-ONG-001,15.5057,80.0499,CALL,295,2026-06-25 15:10:23
919848011223,919177001001,351234567890005,TWR-ONG-001,15.5057,80.0499,CALL,363,2026-06-25 10:49:57
919848011223,919177001002,351234567890005,TWR-ONG-001,15.5057,80.0499,CALL,98,2026-06-26 15:33:04
919848011223,919177001002,351234567890005,TWR-ONG-001,15.5057,80.0499,CALL,76,2026-06-26 22:29:32
919848011223,919177001001,351234567890005,TWR-ONG-001,15.5057,80.0499,CALL,396,2026-06-26 22:54:36
919848011223,919177001001,351234567890005,TWR-ONG-001,15.5057,80.0499,CALL,138,2026-06-26 12:16:49
919848011223,919177001001,351234567890005,TWR-ONG-001,15.5057,80.0499,CALL,65,2026-06-26 14:47:32
919848011223,919177001002,351234567890005,TWR-ONG-001,15.5057,80.0499,CALL,412,2026-06-27 14:02:30
919848011223,919177001001,351234567890005,TWR-ONG-001,15.5057,80.0499,CALL,586,2026-06-27 11:11:59
919848011223,919177001002,351234567890005,TWR-ONG-001,15.5057,80.0499,CALL,347,2026-06-28 14:20:15
919848011223,919177001003,351234567890005,TWR-ONG-001,15.5057,80.0499,CALL,401,2026-06-28 15:52:04
919848011223,919177001001,351234567890005,TWR-ONG-001,15.5057,80.0499,CALL,203,2026-06-28 10:32:43
919848011223,919177001001,351234567890005,TWR-ONG-001,15.5057,80.0499,CALL,430,2026-06-28 14:51:33
919848011223,919177001002,351234567890005,TWR-ONG-001,15.5057,80.0499,CALL,338,2026-06-28 09:56:29
919848011223,919177001001,351234567890005,TWR-ONG-001,15.5057,80.0499,CALL,397,2026-06-29 09:35:29
919848011223,919177001002,351234567890005,TWR-ONG-001,15.5057,80.0499,CALL,268,2026-06-29 13:18:36
919848011223,919177001002,351234567890005,TWR-ONG-001,15.5057,80.0499,CALL,220,2026-06-29 21:23:37
919848011223,919177001002,351234567890005,TWR-ONG-001,15.5057,80.0499,CALL,44,2026-06-29 14:09:00
919848011223,919177001003,351234567890005,TWR-ONG-001,15.5057,80.0499,CALL,29,2026-06-30 18:40:53
919848011223,919177001003,351234567890005,TWR-ONG-001,15.5057,80.0499,CALL,405,2026-06-30 17:00:48
919848011223,919177001003,351234567890005,TWR-ONG-001,15.5057,80.0499,CALL,263,2026-06-30 16:06:13
