msisdn,dest_ip,dest_port,data_volume_kb,timestamp
919000100002,157.240.198.35,443,2322.3,2024-01-01 07:47:41
919000100002,76.223.92.165,443,144.8,2024-01-01 20:49:40
919000100002,157.240.198.35,443,1416.6,2024-01-01 16:02:20
919000100002,149.154.167.91,443,391.5,2024-01-01 10:32:44
919000100002,76.223.92.165,443,1884.6,2024-01-01 21:46:25
919000100002,76.223.92.165,443,731.6,2024-01-02 16:05:14
919000100002,157.240.198.35,443,215.5,2024-01-02 12:09:08
919000100002,157.240.198.35,443,1004.0,2024-01-02 18:47:03
919000100002,76.223.92.165,443,1936.8,2024-01-02 02:25:32
919000100002,76.223.92.165,443,1402.6,2024-01-02 04:48:08
919000100002,157.240.198.35,443,498.3,2024-01-02 15:25:41
919000100002,149.154.167.91,443,613.4,2024-01-02 19:47:33
919000100002,157.240.198.35,443,1715.0,2024-01-02 08:49:27
919000100002,76.223.92.165,443,1064.6,2024-01-02 18:05:07
919000100002,157.240.198.35,443,1642.0,2024-01-03 06:20:22
919000100002,157.240.198.35,443,2055.7,2024-01-03 09:10:22
919000100002,76.223.92.165,443,121.7,2024-01-03 14:39:09
919000100002,157.240.198.35,443,398.4,2024-01-03 07:12:43
919000100002,157.240.198.35,443,1851.6,2024-01-03 23:54:05
919000100002,149.154.167.91,443,2173.2,2024-01-03 07:39:59
919000100002,157.240.198.35,443,769.7,2024-01-03 09:00:21
919000100002,157.240.198.35,443,537.6,2024-01-04 00:21:13
919000100002,157.240.198.35,443,1376.5,2024-01-04 17:33:48
919000100002,157.240.198.35,443,947.8,2024-01-04 19:46:09
919000100002,157.240.198.35,443,434.1,2024-01-04 21:33:02
919000100002,157.240.198.35,443,685.5,2024-01-04 09:12:50
919000100002,157.240.198.35,443,977.7,2024-01-04 14:41:00
919000100002,157.240.198.35,443,2162.1,2024-01-04 08:42:54
919000100002,76.223.92.165,443,585.6,2024-01-04 00:18:55
919000100002,157.240.198.35,443,1216.8,2024-01-05 16:45:06
919000100002,149.154.167.91,443,505.2,2024-01-05 19:34:05
919000100002,157.240.198.35,443,109.0,2024-01-05 14:35:59
919000100002,76.223.92.165,443,989.6,2024-01-05 16:19:21
919000100002,157.240.198.35,443,894.9,2024-01-05 05:01:22
919000100002,157.240.198.35,443,2031.6,2024-01-05 09:15:32
919000100002,76.223.92.165,443,2227.1,2024-01-05 20:16:56
919000100002,149.154.167.91,443,387.8,2024-01-05 00:35:17
919000100002,76.223.92.165,443,1306.6,2024-01-06 21:08:05
919000100002,149.154.167.91,443,1049.2,2024-01-06 21:39:55
919000100002,157.240.198.35,443,2275.2,2024-01-06 18:09:27
919000100002,149.154.167.91,443,524.8,2024-01-06 10:28:34
919000100002,149.154.167.91,443,2157.8,2024-01-06 04:37:34
919000100002,157.240.198.35,443,2274.8,2024-01-06 09:44:45
919000100002,149.154.167.91,443,1644.0,2024-01-06 13:58:49
919000100002,157.240.198.35,443,178.9,2024-01-06 18:58:10
919000100002,157.240.198.35,443,2100.4,2024-01-07 23:07:11
919000100002,157.240.198.35,443,2201.5,2024-01-07 04:46:01
919000100002,76.223.92.165,443,1866.6,2024-01-07 13:26:19
919000100002,157.240.198.35,443,388.4,2024-01-07 20:59:47
919000100002,149.154.167.91,443,75.2,2024-01-07 06:06:08
919000100002,157.240.198.35,443,1421.9,2024-01-07 19:39:17
919000100002,149.154.167.91,443,1721.6,2024-01-07 07:38:14
919000100002,76.223.92.165,443,343.9,2024-01-07 11:05:44
919000100002,157.240.198.35,443,468.1,2024-01-07 19:30:45
919000100002,149.154.167.91,443,491.2,2024-01-08 15:30:08
919000100002,157.240.198.35,443,2314.3,2024-01-08 01:26:48
919000100002,149.154.167.91,443,1896.9,2024-01-08 13:14:47
919000100002,76.223.92.165,443,2169.2,2024-01-08 02:11:59
919000100002,76.223.92.165,443,2220.1,2024-01-08 15:44:20
919000100002,157.240.198.35,443,1523.7,2024-01-08 13:25:49
919000100002,76.223.92.165,443,1532.6,2024-01-08 12:46:20
919000100002,157.240.198.35,443,1317.8,2024-01-08 23:36:38
919000100002,76.223.92.165,443,1147.7,2024-01-09 01:33:06
919000100002,157.240.198.35,443,1349.3,2024-01-09 01:56:15
919000100002,76.223.92.165,443,1295.2,2024-01-09 23:02:35
919000100002,157.240.198.35,443,1104.5,2024-01-09 20:03:12
919000100002,157.240.198.35,443,1158.8,2024-01-09 09:49:52
919000100002,157.240.198.35,443,1728.0,2024-01-09 13:18:39
919000100002,76.223.92.165,443,235.2,2024-01-09 04:29:53
919000100002,157.240.198.35,443,2345.2,2024-01-09 16:07:11
919000100002,76.223.92.165,443,1039.8,2024-01-09 22:34:08
919000100002,76.223.92.165,443,1479.9,2024-01-09 14:01:11
919000100002,157.240.198.35,443,632.7,2024-01-10 06:56:29
919000100002,149.154.167.91,443,1798.8,2024-01-10 22:41:58
919000100002,76.223.92.165,443,1588.8,2024-01-10 03:05:07
919000100002,76.223.92.165,443,1819.9,2024-01-10 02:33:45
919000100002,76.223.92.165,443,1380.4,2024-01-10 16:39:10
919000100002,157.240.198.35,443,1418.1,2024-01-10 01:49:10
919000100002,149.154.167.91,443,2173.4,2024-01-10 21:55:09
919000100002,157.240.198.35,443,1054.8,2024-01-10 05:49:45
919000100002,76.223.92.165,443,729.1,2024-01-10 09:46:49
919000100002,149.154.167.91,443,2401.5,2024-01-10 05:07:57
919000100002,157.240.198.35,443,1152.0,2024-01-11 19:48:16
919000100002,157.240.198.35,443,1523.9,2024-01-11 15:34:51
919000100002,157.240.198.35,443,1652.1,2024-01-11 15:15:13
919000100002,157.240.198.35,443,1507.0,2024-01-11 14:26:28
919000100002,157.240.198.35,443,702.5,2024-01-11 00:15:56
919000100002,149.154.167.91,443,131.8,2024-01-12 17:52:52
919000100002,157.240.198.35,443,101.4,2024-01-12 04:03:41
919000100002,157.240.198.35,443,753.1,2024-01-12 01:42:36
919000100002,76.223.92.165,443,2484.4,2024-01-12 02:03:06
919000100002,157.240.198.35,443,1655.7,2024-01-12 05:43:18
919000100002,157.240.198.35,443,451.8,2024-01-12 22:38:36
919000100002,157.240.198.35,443,2329.4,2024-01-12 14:47:37
919000100002,157.240.198.35,443,927.7,2024-01-12 02:49:19
919000100002,76.223.92.165,443,2109.8,2024-01-12 12:52:04
919000100002,149.154.167.91,443,313.8,2024-01-12 02:18:30
919000100002,157.240.198.35,443,532.5,2024-01-13 10:33:26
919000100002,157.240.198.35,443,1432.7,2024-01-13 06:39:03
919000100002,76.223.92.165,443,1812.9,2024-01-13 20:33:05
919000100002,157.240.198.35,443,1073.4,2024-01-13 19:59:50
