msisdn_a,msisdn_b,imei,tower_id,tower_lat,tower_lon,call_type,duration_sec,timestamp
919000100004,919849000312,351234567890004,TWR-NLR-001,14.4426,79.9865,CALL,159,2026-06-01 19:18:45
919000100004,919963987654,351234567890004,TWR-NLR-001,14.4426,79.9865,CALL,123,2026-06-02 19:55:06
919000100004,919963987654,351234567890004,TWR-NLR-001,14.4426,79.9865,CALL,81,2026-06-02 13:52:08
919000100004,919963987654,351234567890004,TWR-NLR-001,14.4426,79.9865,CALL,92,2026-06-03 14:49:49
919000100004,919849000312,351234567890004,TWR-NLR-001,14.4426,79.9865,CALL,159,2026-06-03 20:30:21
919000100004,919849000312,351234567890004,TWR-NLR-001,14.4426,79.9865,CALL,122,2026-06-04 09:17:23
919000100004,919849000312,351234567890004,TWR-NLR-001,14.4426,79.9865,CALL,88,2026-06-05 18:15:09
919000100004,919849000312,351234567890004,TWR-NLR-001,14.4426,79.9865,CALL,134,2026-06-05 10:51:27
919000100004,919849000312,351234567890004,TWR-NLR-001,14.4426,79.9865,CALL,37,2026-06-05 15:54:33
919000100004,919963987654,351234567890004,TWR-NLR-001,14.4426,79.9865,CALL,51,2026-06-06 10:49:00
919000100004,919963987654,351234567890004,TWR-NLR-001,14.4426,79.9865,CALL,141,2026-06-06 13:20:25
919000100004,919963987654,351234567890004,TWR-NLR-001,14.4426,79.9865,CALL,177,2026-06-07 14:48:02
919000100004,919849000312,351234567890004,TWR-KAN-001,15.2167,79.9,CALL,137,2026-06-08 18:45:51
919000100004,919849000312,351234567890004,TWR-KAN-001,15.2167,79.9,CALL,110,2026-06-09 18:44:35
919000100004,919849000312,351234567890004,TWR-KAN-001,15.2167,79.9,CALL,165,2026-06-09 13:00:52
919000100004,919849000312,351234567890004,TWR-KAN-001,15.2167,79.9,CALL,82,2026-06-10 10:44:25
919000100004,919849000312,351234567890004,TWR-KAN-001,15.2167,79.9,CALL,118,2026-06-10 16:39:50
919000100004,919849000312,351234567890004,TWR-KAN-001,15.2167,79.9,CALL,80,2026-06-10 20:50:41
919000100004,919849000312,351234567890004,TWR-KAN-001,15.2167,79.9,CALL,129,2026-06-11 09:02:34
919000100004,919963987654,351234567890004,TWR-KAN-001,15.2167,79.9,CALL,163,2026-06-11 19:46:47
919000100004,919849000312,351234567890004,TWR-KAN-001,15.2167,79.9,CALL,163,2026-06-12 12:13:05
919000100004,919963987654,351234567890004,TWR-KAN-001,15.2167,79.9,CALL,35,2026-06-12 13:48:40
919000100004,919849000312,351234567890004,TWR-KAN-001,15.2167,79.9,CALL,91,2026-06-12 08:56:50
919000100004,919963987654,351234567890004,TWR-KAN-001,15.2167,79.9,CALL,45,2026-06-13 19:27:32
919000100004,919849000312,351234567890004,TWR-KAN-001,15.2167,79.9,CALL,61,2026-06-13 13:16:40
919000100004,919849000312,351234567890004,TWR-KAN-001,15.2167,79.9,CALL,106,2026-06-14 20:41:07
919000100004,919849000312,351234567890004,TWR-NLR-001,14.4426,79.9865,CALL,90,2026-06-15 19:00:29
919000100004,919963987654,351234567890004,TWR-NLR-001,14.4426,79.9865,CALL,119,2026-06-15 20:47:37
919000100004,919963987654,351234567890004,TWR-NLR-001,14.4426,79.9865,CALL,126,2026-06-15 12:18:42
919000100004,919849000312,351234567890004,TWR-NLR-001,14.4426,79.9865,CALL,162,2026-06-16 19:15:06
919000100004,919849000312,351234567890004,TWR-NLR-001,14.4426,79.9865,CALL,146,2026-06-16 17:12:52
919000100004,919849000312,351234567890004,TWR-NLR-001,14.4426,79.9865,CALL,135,2026-06-16 09:09:45
919000100004,919963987654,351234567890004,TWR-NLR-001,14.4426,79.9865,CALL,151,2026-06-17 09:03:27
919000100004,919849000312,351234567890004,TWR-NLR-001,14.4426,79.9865,CALL,180,2026-06-18 15:04:23
919000100004,919849000312,351234567890004,TWR-NLR-001,14.4426,79.9865,CALL,179,2026-06-19 16:49:25
919000100004,919849000312,351234567890004,TWR-NLR-001,14.4426,79.9865,CALL,155,2026-06-19 15:40:27
919000100004,919963987654,351234567890004,TWR-NLR-001,14.4426,79.9865,CALL,66,2026-06-19 19:26:52
919000100004,919849000312,351234567890004,TWR-NLR-001,14.4426,79.9865,CALL,63,2026-06-20 10:31:45
919000100004,919963987654,351234567890004,TWR-NLR-001,14.4426,79.9865,CALL,84,2026-06-20 19:32:55
919000100004,919963987654,351234567890004,TWR-NLR-001,14.4426,79.9865,CALL,173,2026-06-20 15:30:02
919000100004,919849000312,351234567890004,TWR-NLR-001,14.4426,79.9865,CALL,58,2026-06-21 09:38:54
919000100004,919849000312,351234567890004,TWR-NLR-001,14.4426,79.9865,CALL,40,2026-06-21 09:23:36
919000100004,919849000312,351234567890004,TWR-NLR-001,14.4426,79.9865,CALL,125,2026-06-22 10:07:23
919000100004,919963987654,351234567890004,TWR-NLR-001,14.4426,79.9865,CALL,66,2026-06-22 12:18:31
919000100004,919849000312,351234567890004,TWR-NLR-001,14.4426,79.9865,CALL,42,2026-06-22 10:50:37
919000100004,919849000312,351234567890004,TWR-NLR-001,14.4426,79.9865,CALL,30,2026-06-23 12:13:11
919000100004,919963987654,351234567890004,TWR-NLR-001,14.4426,79.9865,CALL,41,2026-06-23 09:35:22
919000100004,919849000312,351234567890004,TWR-NLR-001,14.4426,79.9865,CALL,116,2026-06-24 15:36:19
919000100004,919963987654,351234567890004,TWR-NLR-001,14.4426,79.9865,CALL,65,2026-06-24 20:24:30
919000100004,919849000312,351234567890004,TWR-NLR-001,14.4426,79.9865,CALL,144,2026-06-25 18:29:48
919000100004,919849000312,351234567890004,TWR-NLR-001,14.4426,79.9865,CALL,52,2026-06-25 10:55:46
919000100004,919849000312,351234567890004,TWR-NLR-001,14.4426,79.9865,CALL,129,2026-06-25 20:39:42
919000100004,919963987654,351234567890004,TWR-NLR-001,14.4426,79.9865,CALL,143,2026-06-26 14:21:34
919000100004,919963987654,351234567890004,TWR-NLR-001,14.4426,79.9865,CALL,36,2026-06-27 12:41:05
919000100004,919849000312,351234567890004,TWR-NLR-001,14.4426,79.9865,CALL,173,2026-06-27 17:40:50
919000100004,919963987654,351234567890004,TWR-NLR-001,14.4426,79.9865,CALL,79,2026-06-27 18:07:41
919000100004,919963987654,351234567890004,TWR-NLR-001,14.4426,79.9865,CALL,175,2026-06-28 16:36:48
919000100004,919849000312,351234567890004,TWR-NLR-001,14.4426,79.9865,CALL,158,2026-06-28 16:12:48
919000100004,919963987654,351234567890004,TWR-NLR-001,14.4426,79.9865,CALL,34,2026-06-28 08:07:42
919000100004,919849000312,351234567890004,TWR-NLR-001,14.4426,79.9865,CALL,51,2026-06-29 20:13:15
919000100004,919849000312,351234567890004,TWR-NLR-001,14.4426,79.9865,CALL,132,2026-06-29 20:34:38
919000100004,919963987654,351234567890004,TWR-NLR-001,14.4426,79.9865,CALL,117,2026-06-30 08:31:55
919000100004,919963987654,351234567890004,TWR-NLR-001,14.4426,79.9865,CALL,165,2026-06-30 14:11:26
919000100004,919963987654,351234567890004,TWR-NLR-001,14.4426,79.9865,CALL,59,2026-06-30 13:24:16
