msisdn,dest_ip,dest_port,data_volume_kb,timestamp
919440123456,149.154.167.91,443,531.0,2026-06-01 16:37:56
919440123456,157.240.198.35,443,426.9,2026-06-01 02:50:30
919440123456,149.154.167.91,443,1251.5,2026-06-01 12:48:56
919440123456,149.154.167.91,443,1318.4,2026-06-01 14:11:20
919440123456,149.154.167.91,443,678.2,2026-06-01 15:45:31
919440123456,157.240.198.35,443,525.9,2026-06-01 12:40:58
919440123456,157.240.198.35,443,995.8,2026-06-01 06:28:55
919440123456,149.154.167.91,443,1432.7,2026-06-01 09:27:56
919440123456,157.240.198.35,443,344.5,2026-06-01 11:16:35
919440123456,149.154.167.91,443,583.1,2026-06-02 09:28:33
919440123456,149.154.167.91,443,1071.0,2026-06-02 01:29:32
919440123456,149.154.167.91,443,2013.2,2026-06-02 14:27:26
919440123456,157.240.198.35,443,457.1,2026-06-02 10:17:24
919440123456,157.240.198.35,443,904.1,2026-06-02 07:16:41
919440123456,157.240.198.35,443,1966.8,2026-06-02 02:18:53
919440123456,157.240.198.35,443,907.0,2026-06-02 07:06:07
919440123456,157.240.198.35,443,1691.0,2026-06-02 17:12:21
919440123456,149.154.167.91,443,484.7,2026-06-03 09:47:52
919440123456,149.154.167.91,443,31.2,2026-06-03 19:08:54
919440123456,149.154.167.91,443,1960.0,2026-06-03 09:18:52
919440123456,157.240.198.35,443,1185.3,2026-06-03 12:25:52
919440123456,149.154.167.91,443,576.7,2026-06-03 16:48:09
919440123456,149.154.167.91,443,592.0,2026-06-03 23:47:13
919440123456,149.154.167.91,443,1809.1,2026-06-03 18:50:35
919440123456,157.240.198.35,443,789.6,2026-06-03 14:21:50
919440123456,149.154.167.91,443,531.9,2026-06-03 06:27:49
919440123456,157.240.198.35,443,943.0,2026-06-03 14:54:35
919440123456,149.154.167.91,443,2359.0,2026-06-03 18:55:08
919440123456,149.154.167.91,443,856.2,2026-06-04 15:51:42
919440123456,149.154.167.91,443,1909.5,2026-06-04 13:27:43
919440123456,149.154.167.91,443,1471.5,2026-06-04 22:34:19
919440123456,157.240.198.35,443,392.7,2026-06-04 18:50:02
