msisdn,dest_ip,dest_port,data_volume_kb,timestamp
919440123456,157.240.198.35,443,2183.09,2026-06-01 00:54:06
919440123456,157.240.198.35,443,3007.72,2026-06-01 01:18:31
919440123456,157.240.198.35,443,1796.83,2026-06-01 07:13:37
919440123456,157.240.198.35,443,3831.09,2026-06-01 08:46:23
919440123456,149.154.167.91,443,1370.39,2026-06-01 08:52:39
919440123456,157.240.198.35,443,303.23,2026-06-01 11:02:25
919440123456,149.154.167.91,443,1535.88,2026-06-01 12:32:28
919440123456,157.240.198.35,443,2788.45,2026-06-01 17:12:23
919440123456,157.240.198.35,443,1464.45,2026-06-01 20:43:30
919440123456,157.240.198.35,443,728.33,2026-06-02 01:02:02
919440123456,157.240.198.35,443,1897.33,2026-06-02 04:06:25
919440123456,157.240.198.35,443,2036.87,2026-06-02 06:38:32
919440123456,149.154.167.91,443,1981.51,2026-06-02 10:10:25
919440123456,157.240.198.35,443,3787.08,2026-06-02 10:35:23
919440123456,149.154.167.91,443,323.41,2026-06-02 15:33:29
919440123456,149.154.167.91,443,1864.8,2026-06-02 16:08:20
919440123456,149.154.167.91,443,1199.64,2026-06-02 23:53:19
919440123456,149.154.167.91,443,855.0,2026-06-03 00:28:20
919440123456,149.154.167.91,443,246.49,2026-06-03 01:36:44
919440123456,157.240.198.35,443,4861.68,2026-06-03 08:41:50
919440123456,157.240.198.35,443,132.35,2026-06-03 09:30:52
919440123456,157.240.198.35,443,4900.5,2026-06-03 10:43:07
919440123456,149.154.167.91,443,1371.03,2026-06-03 12:09:52
919440123456,149.154.167.91,443,838.44,2026-06-03 13:44:13
919440123456,157.240.198.35,443,3558.26,2026-06-03 16:34:31
919440123456,157.240.198.35,443,4498.9,2026-06-03 18:19:50
919440123456,157.240.198.35,443,2644.95,2026-06-03 18:30:10
919440123456,157.240.198.35,443,3620.93,2026-06-03 18:36:14
919440123456,149.154.167.91,443,1749.45,2026-06-03 19:58:30
919440123456,157.240.198.35,443,3004.7,2026-06-03 22:40:01
919440123456,149.154.167.91,443,1420.38,2026-06-03 23:46:03
919440123456,149.154.167.91,443,596.63,2026-06-04 04:18:02
919440123456,157.240.198.35,443,2688.98,2026-06-04 05:29:58
919440123456,157.240.198.35,443,4990.71,2026-06-04 06:35:20
919440123456,157.240.198.35,443,1527.57,2026-06-04 07:17:35
919440123456,157.240.198.35,443,1001.71,2026-06-04 08:39:30
919440123456,157.240.198.35,443,3539.26,2026-06-04 09:49:18
919440123456,149.154.167.91,443,1134.16,2026-06-04 10:30:22
919440123456,149.154.167.91,443,1910.58,2026-06-04 12:52:22
919440123456,157.240.198.35,443,1603.08,2026-06-04 15:33:24
919440123456,157.240.198.35,443,3871.35,2026-06-04 17:22:43
919440123456,149.154.167.91,443,1794.65,2026-06-04 21:34:24
919440123456,149.154.167.91,443,270.09,2026-06-04 23:17:18
919440123456,157.240.198.35,443,4028.08,2026-06-04 23:43:41
919440123456,157.240.198.35,443,2239.76,2026-06-05 02:22:59
919440123456,149.154.167.91,443,487.47,2026-06-05 02:41:36
919440123456,157.240.198.35,443,3600.92,2026-06-05 03:26:21
919440123456,157.240.198.35,443,730.46,2026-06-05 03:43:49
919440123456,149.154.167.91,443,1680.08,2026-06-05 05:26:56
919440123456,157.240.198.35,443,3097.6,2026-06-05 08:08:06
919440123456,157.240.198.35,443,1109.23,2026-06-05 08:47:30
919440123456,149.154.167.91,443,1302.42,2026-06-05 09:20:18
919440123456,149.154.167.91,443,1519.14,2026-06-05 15:41:12
919440123456,157.240.198.35,443,1202.54,2026-06-05 16:14:40
919440123456,157.240.198.35,443,2831.99,2026-06-05 17:17:59
919440123456,157.240.198.35,443,2064.19,2026-06-05 17:59:10
919440123456,157.240.198.35,443,301.29,2026-06-05 18:15:15
919440123456,149.154.167.91,443,1875.24,2026-06-05 23:46:54
919440123456,157.240.198.35,443,2861.41,2026-06-06 01:00:19
919440123456,149.154.167.91,443,1470.3,2026-06-06 03:21:10
919440123456,157.240.198.35,443,1458.58,2026-06-06 03:59:21
919440123456,157.240.198.35,443,972.24,2026-06-06 12:50:31
919440123456,149.154.167.91,443,409.84,2026-06-06 16:29:17
919440123456,149.154.167.91,443,1878.96,2026-06-06 16:31:56
919440123456,149.154.167.91,443,396.81,2026-06-06 20:16:45
919440123456,149.154.167.91,443,375.72,2026-06-06 21:48:12
919440123456,149.154.167.91,443,611.2,2026-06-06 23:21:50
919440123456,157.240.198.35,443,1482.86,2026-06-06 23:55:59
919440123456,157.240.198.35,443,2353.71,2026-06-07 01:42:07
919440123456,157.240.198.35,443,2413.4,2026-06-07 03:11:08
919440123456,149.154.167.91,443,926.31,2026-06-07 04:30:09
919440123456,157.240.198.35,443,2537.48,2026-06-07 05:25:43
919440123456,157.240.198.35,443,1948.69,2026-06-07 07:00:16
919440123456,157.240.198.35,443,3479.2,2026-06-07 08:41:23
919440123456,157.240.198.35,443,2885.74,2026-06-07 09:37:46
919440123456,149.154.167.91,443,461.68,2026-06-07 11:39:14
919440123456,157.240.198.35,443,4772.47,2026-06-07 14:48:17
