msisdn_a,msisdn_b,imei,tower_id,tower_lat,tower_lon,call_type,duration_sec,timestamp
919000888111,917700223344,351111222233334,TWR-HYD-001,17.4399,78.4983,CALL,77,2026-06-01 10:46:04
919000888111,919701000222,351111222233334,TWR-HYD-001,17.4399,78.4983,CALL,75,2026-06-01 11:22:20
919000888111,919160022334,351111222233334,TWR-HYD-001,17.4399,78.4983,CALL,137,2026-06-01 13:28:00
919000888111,919441122334,351111222233334,TWR-HYD-001,17.4399,78.4983,CALL,60,2026-06-01 13:45:11
919000888111,919912233445,351111222233334,TWR-HYD-001,17.4399,78.4983,CALL,81,2026-06-01 13:45:42
919000888111,919500445566,351111222233334,TWR-HYD-001,17.4399,78.4983,CALL,145,2026-06-01 17:41:48
919000888111,919441122334,351111222233334,TWR-HYD-001,17.4399,78.4983,CALL,117,2026-06-01 23:06:04
919000888111,919912233445,351111222233334,TWR-HYD-001,17.4399,78.4983,CALL,279,2026-06-01 23:08:10
919000888111,919441122334,351111222233334,TWR-HYD-001,17.4399,78.4983,CALL,31,2026-06-01 23:09:03
919000888111,919849111222,351111222233334,TWR-HYD-001,17.4399,78.4983,CALL,199,2026-06-01 23:10:03
919000888111,919030011223,351111222233334,TWR-HYD-001,17.4399,78.4983,CALL,40,2026-06-01 23:14:38
919000888111,919177555666,351111222233334,TWR-HYD-001,17.4399,78.4983,CALL,231,2026-06-01 23:15:06
919000888111,919900334455,351111222233334,TWR-HYD-001,17.4399,78.4983,CALL,133,2026-06-01 23:21:58
919000888111,919849111222,351111222233334,TWR-HYD-001,17.4399,78.4983,CALL,30,2026-06-01 23:22:16
919000888111,919912233445,351111222233334,TWR-HYD-001,17.4399,78.4983,CALL,81,2026-06-01 23:22:34
919000888111,919160022334,351111222233334,TWR-HYD-001,17.4399,78.4983,CALL,95,2026-06-01 23:24:19
919000888111,917700223344,351111222233334,TWR-HYD-001,17.4399,78.4983,CALL,165,2026-06-01 23:26:44
919000888111,919912233445,351111222233334,TWR-HYD-001,17.4399,78.4983,CALL,46,2026-06-01 23:44:36
919000888111,919912233445,351111222233334,TWR-HYD-001,17.4399,78.4983,CALL,114,2026-06-01 23:45:01
919000888111,919900334455,351111222233334,TWR-HYD-001,17.4399,78.4983,CALL,212,2026-06-01 23:45:35
919000888111,919701000222,351111222233334,TWR-HYD-001,17.4399,78.4983,CALL,241,2026-06-01 23:46:26
919000888111,917700223344,351111222233334,TWR-HYD-001,17.4399,78.4983,CALL,216,2026-06-01 23:49:07
919000888111,919177555666,351111222233334,TWR-HYD-001,17.4399,78.4983,CALL,180,2026-06-01 23:51:54
919000888111,919900334455,351111222233334,TWR-HYD-001,17.4399,78.4983,CALL,143,2026-06-01 23:58:51
919000888111,919701000222,351111222233334,TWR-HYD-001,17.4399,78.4983,CALL,199,2026-06-01 23:59:31
919000888111,919701000222,351111222233334,TWR-HYD-001,17.4399,78.4983,CALL,81,2026-06-02 09:26:09
919000888111,919030011223,351111222233334,TWR-HYD-001,17.4399,78.4983,CALL,94,2026-06-02 10:13:51
919000888111,918800112233,351111222233334,TWR-HYD-001,17.4399,78.4983,CALL,194,2026-06-02 11:08:19
919000888111,919849111222,351111222233334,TWR-HYD-001,17.4399,78.4983,CALL,74,2026-06-02 12:20:58
919000888111,918800112233,351111222233334,TWR-HYD-001,17.4399,78.4983,CALL,272,2026-06-02 12:24:41
919000888111,919160022334,351111222233334,TWR-HYD-001,17.4399,78.4983,CALL,189,2026-06-02 13:01:21
919000888111,918800112233,351111222233334,TWR-HYD-001,17.4399,78.4983,CALL,150,2026-06-02 14:34:43
919000888111,919160022334,351111222233334,TWR-HYD-001,17.4399,78.4983,CALL,233,2026-06-02 15:54:07
919000888111,919177555666,351111222233334,TWR-HYD-001,17.4399,78.4983,CALL,228,2026-06-02 17:14:35
919000888111,919160022334,351111222233334,TWR-HYD-001,17.4399,78.4983,CALL,206,2026-06-02 17:49:06
919000888111,917700223344,351111222233334,TWR-HYD-001,17.4399,78.4983,CALL,228,2026-06-02 23:05:41
919000888111,919441122334,351111222233334,TWR-HYD-001,17.4399,78.4983,CALL,241,2026-06-02 23:05:42
919000888111,918800112233,351111222233334,TWR-HYD-001,17.4399,78.4983,CALL,118,2026-06-02 23:07:48
919000888111,919500445566,351111222233334,TWR-HYD-001,17.4399,78.4983,CALL,179,2026-06-02 23:13:10
919000888111,919160022334,351111222233334,TWR-HYD-001,17.4399,78.4983,CALL,61,2026-06-02 23:16:14
919000888111,918800112233,351111222233334,TWR-HYD-001,17.4399,78.4983,CALL,52,2026-06-02 23:23:11
919000888111,919900334455,351111222233334,TWR-HYD-001,17.4399,78.4983,CALL,235,2026-06-02 23:25:09
919000888111,919177555666,351111222233334,TWR-HYD-001,17.4399,78.4983,CALL,287,2026-06-02 23:25:57
919000888111,919160022334,351111222233334,TWR-HYD-001,17.4399,78.4983,CALL,296,2026-06-02 23:35:20
919000888111,919849111222,351111222233334,TWR-HYD-001,17.4399,78.4983,CALL,126,2026-06-02 23:38:41
919000888111,919030011223,351111222233334,TWR-HYD-001,17.4399,78.4983,CALL,105,2026-06-02 23:43:27
919000888111,919177555666,351111222233334,TWR-HYD-001,17.4399,78.4983,CALL,273,2026-06-02 23:44:15
919000888111,919900334455,351111222233334,TWR-HYD-001,17.4399,78.4983,CALL,297,2026-06-02 23:50:44
919000888111,919500445566,351111222233334,TWR-HYD-001,17.4399,78.4983,CALL,275,2026-06-02 23:52:42
919000888111,919500445566,351111222233334,TWR-HYD-001,17.4399,78.4983,CALL,80,2026-06-02 23:54:44
919000888111,919177555666,351111222233334,TWR-HYD-001,17.4399,78.4983,CALL,180,2026-06-03 11:05:00
919000888111,919160022334,351111222233334,TWR-HYD-001,17.4399,78.4983,CALL,239,2026-06-03 11:43:13
919000888111,919912233445,351111222233334,TWR-HYD-001,17.4399,78.4983,CALL,208,2026-06-03 12:27:57
919000888111,917700223344,351111222233334,TWR-HYD-001,17.4399,78.4983,CALL,44,2026-06-03 14:08:49
919000888111,919177555666,351111222233334,TWR-HYD-001,17.4399,78.4983,CALL,291,2026-06-03 14:37:06
919000888111,919849111222,351111222233334,TWR-HYD-001,17.4399,78.4983,CALL,45,2026-06-03 16:25:40
919000888111,919849111222,351111222233334,TWR-HYD-001,17.4399,78.4983,CALL,189,2026-06-03 16:50:10
919000888111,919900334455,351111222233334,TWR-HYD-001,17.4399,78.4983,CALL,139,2026-06-03 23:03:10
